data	label
"@USER it's literally a narrative that is on par with Nazis punch, antifa punch, they are two sides of the same coin."" noooOOoOo one of these groups wants to exterminate or deport all PoC and Jews, the other just wants to prevent them from doing that, and this comparison benefits fash"""	OFF
@USER @USER @USER Because the non-citizens are looking for a free ride on the backs of the American taxpayer and liberals are looking for votes. It's like a pyramid. They need to bring new people in at the bottom to support them at the top.	NOT
@USER @USER @USER I guess it means it's time to show  that the UK can be united. Enough of divisions and circular arguments.	NOT
Ain’t getting no pussy huh? URL	OFF
@USER Or gun control. Or both.	NOT
@USER I hope it shows how to plug a bullet hole? People are getting fed up with mommy warriors and bad things are going to happen to Antifa soon if they are not reigned in	OFF
URL                                My loyal #MAGA followers need to read this!!!	NOT
@USER @USER Meanwhile the #METOO movement happened because of the way liberals treated women	NOT
@USER Another sick liberal 🤭	OFF
Thank you President Trump and Than You God for hearing our prayers. #MAGA URL	NOT
@USER GOOD BITCH!!! The hood missed you 😂 crazy thing is i just was saying how em smoke out by your house used to be lit everyday	OFF
"@USER @USER @USER @USER @USER And is completely unconstitutional. If the state deems you are not a criminal and therefor have not relinquished your right to bear arms, they have no right to regulate who is competent"" or ""skilled"" enough to own one. Once again, it is NOT the same as driving a car."""	NOT
@USER Dont forget my girl Hillary she is doing the happy dance tonight😂 URL	NOT
@USER Lol it's funny because it's like gun control....it doesn't work	NOT
@USER she is back !	NOT
@USER Likely shift? He is a political operative for the GOP. This will be a life-long dream for many who have been working towards this outcome for decades. It’s sad.	OFF
@USER @USER Antifa is a high emotion low IQ FASCIST organization. Some of its members are fooled by its name into not reflecting on their own groups obvious fascist ideals and others are just there to take advantage of the rest of the fools.	OFF
@USER I bet.  Why do think dirt bag pubs like the National Inquirer are still around.  Smut and lies sell   We can only hope someone writes a tell all bullshit story about Woodward or better yet even one about you.  Instead of Fear” it could be called “Pervs”. URL	NOT
@USER @USER @USER @USER  how does helpmto buy help the homeless??  Oh. It doesn’t does it? How does it help@USER on low income??? Oh it doesn’t in Work poverty at an all time high. How does it help them?? Oh it doesn’t. Thanks for nothing	OFF
19. Probably John Adams. I'd love a chance to talk to a founding father and ask them about gun control.	NOT
@USER He was saying niggas who say they boycotting Nike for the military are racist because the military fuck with Nike 😂	OFF
@USER Some days you are Louis Winthorpe III before he met Ophelia. URL	NOT
@USER Well she supported $7 co payment for Dr visits when President of AMA thats an indication . She is Ambitious thats all .	NOT
#WillieNelson laughs at conservatives on #TheView for suddenly being outraged by his support of #Democrats URL	NOT
#Scottish @USER @USER running out of excuses and #lies to justify her position URL	NOT
@USER @USER Agreed. It's probably white people screaming how offensive she is too. I wish Big Brother wasn't forced by the twitter SJW army to remove her. We have all said offensive things when we were teenagers.	OFF
@USER @USER Obama is s sweet talker but very dangerous in his views and the actions he took and the scandals he has. Giving weapons &amp; money to terrorists. He aligned himself and bowed to them. Shadow govt to sabotage President Trump. Obama uses soros to fund antifa blm	NOT
@USER The merged with Antifa 😉	NOT
#teamspotlightsunday this spotlight goes to 2 women! Meghan McDermott and Alanna McDermott. Meghan has decided to do something to make her vision come true. She is sticking to her plan and with many obstacles she still stayed the course. I am so proud of you Meghan not giving up! URL	NOT
@USER @USER Crush him Beto !!! Make him look like the idiot he is.	OFF
What the hell are these leftys talking about.  They will say anything to stop Maga. URL	OFF
@USER She should start kneeling before matches and talk about how oppressed she is.   Its getting deep in America with all the BS the liberal nuts are throwing up	OFF
"@USER @USER Because everyone knows this is a political stunt and the GOP is going to make him Justice  Kavanaugh"" before those midterm elections whether you liberals like it or not.  That's what's going to happen and you need to just accept it.  Right now you're still in denial 😢 URL"	NOT
@USER This is said by the woman who’s campigne sought dirt on Trump. Who lost by loosing States she could not or would not campaigne in. Trump and his team found the weakness and exploited it. That’s being policallly smart don’t you think? He is the amature here?	NOT
@USER Ahh yes we are cause some woman who comes out 30 some years later cant be believed.  Where was this liberal outrage when the guy from Minnesota was accused of beating his wife. Silent on that one libs god you hypocritical liberals make me sick	OFF
@USER @USER If they don't change course the Tories are going to be toast at the next general election.  They do not want to go the way of the Canadian Conservatives in 1993 who went from being in power with 156 seats to just 2 seats!  URL URL	NOT
@USER By acting like a spoiled brat?  Women do not need that sort of help.	OFF
#ExpectUs to work our asses off for #GunSenseCandidates!  @USER #GOTV  #ThrowThemOut  URL	OFF
@USER @USER Glad to follow Don. Great that he is Trump supporter.	NOT
@USER Kathy the Patriot🗽  YOU HAVE TO LOVE our GREAT PRESIDENT TRUMP!!!  A SPINE OF U.S. STEEL!! CHANGING IT! ON TRADE &amp; EVERYTHING FOR AMERICANS!! #AMERICAFIRST #USA #MAGA #LEADERSHIP &amp; #RESPECT #ECONOMY #JOBS #PEACEthruSTRENGTH #GOD #BLESS #TRUMP &amp; #THEUSA     😀 🗽🗽🗽 😀	NOT
1. Killshot 2. Gun control 3. Rap devil	NOT
@USER I really hope you don’t block me until after next Monday. I want to see this page’s reaction when Kavanaugh gets confirmed to the Supreme Court. That gun control is effectively dead.	OFF
@USER Guess the robber didn't know about all of NYC's gun control laws	OFF
.@USER Please commit to a people's vote on Brexit. The Conservatives have made a pig's ear of it.	NOT
@USER Depending on a government or politician to furnish ones basic needs make the individual or group of citizens lazy	NOT
@USER Doubt he is requesting any player to be moved. IMO It's likely if he feels the team is close to be a contender or if he is satisfied to being a mentor to a borderline team	NOT
@USER Irish Bad Bitch	OFF
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER We all want gun control..but it is a slippery sloop as Dimms have proven time and time again. Give them an inch and they will take a mile..ask Prz Reagan. Made a deal with dimms..they said sign our bill on amnesty first and we will back you on comprehensive immagration reform URL	NOT
@USER Harley is the right choice for public education. He is the right choice at the right time for Orange County.  Rouda is a moderate..pro business...pro family...and the only one who is pro American.	NOT
@USER @USER @USER He is pretty good!	NOT
@USER @USER You are Incredible	NOT
@USER Ummm.   You are one of those people that shouldn’t be there.  😂	OFF
@USER @USER Well she's half right... she is shit	OFF
@USER You are runnning on the word of something you didn’t see	NOT
"@USER Does she expect a mob in pussy hats shouting We believe her"" in unison, based on a general distrust of conservatives?"""	NOT
#Danish Party that wants to deport #Muslims that are on #Welfare growing fast.  Why oh why #Conservatives in the #UK don't focus on this I'll never know.  #MBGA URL	NOT
@USER @USER It really doesn't matter if she wanted to be an actress or not. Montel is grasping at potential insults to try to discredit Dana. The fact is she was hired to do a job and she is good at it. Trump haters simply attack her and you because their candidate lost. Montel is irrelevant	NOT
@USER This is why you are my favourite person	NOT
@USER @USER @USER @USER Show me a single case where antifa have actually murdered someone.  Because the far right murdered someone at Charlottesville 🤷  Hypocrisy works both ways.	NOT
@USER His eyes are fucking louder than his words!!!! 😍😍💜💜	OFF
@USER The funniest thing about her is how easily triggered she is!!! Well that and how ugly she is	OFF
@USER but you ARE listening to Grandmaster Trump	NOT
@USER @USER Not so much. Trump is mental. He is president. He responds badly to opposition; well to praise. Graham needs to get through Mueller investigation &amp; judges. Trump will then be asked to step down. Pence will be president &amp; will pardon whole family. New judges in place. The end.	NOT
@USER @USER That’s your answer “shut the fuck up”. You should join ANTIFA with all the other loudmouth punks.	OFF
"@USER Democrats cut funding. CIA goes around it. That's how it's done. Conservatives"" who play by the rules will get fucked up, every time. URL"	OFF
@USER Come on Texans! This man can not replace @USER  EVER! #MAGA2018	OFF
@USER He’s a DA. Someone educate him he’s in the South now	NOT
@USER ANTIFA hides their identity behind ski masks. We are living in such times.	NOT
@USER You are sharper in retirement.	NOT
@USER @USER @USER @USER @USER @USER A popular vote would be terrible! We would become a Democracy!	NOT
... ammunition is in many states easier to buy than cold medicine...'   California Tries New Tack on Gun Violence: Bullet Control URL	NOT
"@USER This is an interesting topic and I'll try to give my best opinion on this topic: First, what does master"" dota2 or chess means; If we assume that to master either one of them implies that you are undisputable the best HUMAN PLAYER in the world at the game in our current time 1/5"""	NOT
@USER Keep #MAGA 🇺🇸🇺🇸🇺🇸🇺🇸 URL	NOT
@USER Did she make some sort of sexual or foul joke? Liberals really like making her do that	OFF
@USER She is good at this game just like u were @USER A true super fan for sure. She is focused thats why she is going to take this game! I hope!	NOT
@USER Beto also wants open borders so illegals can come an go as they please an also more gun control espically on semiautomatic weapons...#BetoNotForTexas	OFF
@USER @USER @USER She has tooo many details to be lying but they still will say she is lying	NOT
@USER You don’t get it it all. Women don’t like to come forward because of men like you. When they finally do come forward men LIKE YOU either slut shame them or call them liars. Men LIKE YOU are shy a lot of victims remain silent.	OFF
@USER Antifa is a domestic terror organisation though.	NOT
@USER @USER If Brookee Baldwin and Erin Burnett start showing cleavage to their Boobies CNN just might.	OFF
@USER your dog — she is sooo unique and adorable 😘💕	NOT
@USER @USER We should meet her face to face! She won't be speaking like that much longer. She is a horrid person! Somebody will teach her that you reap what you sow. She will find out the hard way. She is just UGLY inside!!! FUBAR!	OFF
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Exactly that’s what liberals don’t understand we WILL DIE FOR OUR LOVED ONES	NOT
@USER Getting out of the Paris Climate Agreement is what 64m voters wanted! Obama committed us to $100B towards that agreement! We keep paying for the third world countries and we are going broke! It does not help when places like Cal. have 3m illegals either!	NOT
@USER i think its the hope for her abuser to get better that hits me. she is SO brave and strong to say she prays for him to see the light.	NOT
@USER @USER @USER That's expected if you placate the violent leftists/terrorists. #KavanaughConfirmation #woke	OFF
@USER @USER @USER I’m just pointing out it was the liberals that made this distinction. I am a Buddhist. I totally understand the global perspective. It’s just disingenuous to say your for a country but then say your for the globe.	NOT
"@USER @USER She's right, she's not one of,"" she is ""the one and only."""""	NOT
@USER @USER @USER Haha yeah funny communists liberals destroying USA want USA2  like Venezuela China north korea perhaps why not just move2 your perfect country instead of desperately trying 2destroy the USA that my Founding Fathers fought died 4 our Freedom! Shed blood for ungrateful communists!	OFF
@USER AA Mr. Bean should crawl back under his rock.	OFF
@USER @USER @USER @USER Please don’t confuse liberals with facts🤣🤣🤣🤣	NOT
@USER Does he know who you are? Lol	NOT
@USER How about as a Republic?	NOT
"@USER Al Franken had a photo of him assaulting a woman and liberals called it mock groping"". The woman accusing Kavanaugh already changed her story from four guys to two at the alleged incident and won't even testify."""	NOT
@USER Flake....well named.	NOT
@USER I don’t trust Kanye right now. I might not like that shit.	OFF
@USER @USER @USER blocked me also. I don't even know who he is	NOT
@USER Grew up listening to K.I.D.S shit breaks my heart RIP	OFF
@USER @USER I think we should. But no I don’t think most American do. We divide ourselves in groups along social issues(Conservatives or liberal). Probably because we don’t have a labor party. Or a party that truly cloaks itself in labor identity.	NOT
@USER im down in 15 minutes if you are	NOT
@USER @USER He is revolting.	NOT
@USER Haha true. She is sad but doesn’t need the validation so just let her and her followers keep spreading the hate they have for truth.	NOT
@USER @USER YOU ARE SO GOOD ARE U SERIOUS OMG	NOT
@USER Can we all agree to pray for big dumb mike to keel over of a heart attack. he looks ripe.	OFF
Americans are a people of the creed; a family in faith; formed by an idea and united in defense of the singular concept of liberty. #WWG1WGA #MAGA URL	NOT
@USER @USER @USER niggaaahhhh	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Yea cuz mushroom penis syndrome is definitely an impeachable offense 😂 #MAGA	OFF
@USER Awesome Job Mr. President Trump!!  MAGA	NOT
.@USER &amp; @USER student loan refinancing plan would give every single student loan borrower a tax break &amp; let hundreds of thousands of borrowers have immediate lower interests rates at 0 net cost to taxpayers.   @USER has 8 years. He did nothing. He is a liar. URL	OFF
@USER Antisemitism is alive and well in the UK!	NOT
@USER Until he is dead. Because even after he is out of office he will likely command the news cycle for a long time.	OFF
@USER Give him the Oscar!!	NOT
"@USER @USER @USER @USER I don't know how They said they aren't gay tho."" and ""And by liberals you mean conservatives."" sounds like me being upset.  As for why it matters, if it doesn't matter then why go to such lengths to deny that they're gay? There's straight couples, why not just let them be gay?"""	OFF
#Nikes attempt to alienate more than half the country grabbed so much attention nobody noticed Levi’s going full gun control and partnering with the clowns from Everytown. If a leftist company goes Woke and nobody notices does it make a sound?	NOT
@USER @USER @USER @USER @USER @USER @USER I can assure you I have no delusion that he is god (little 'g') like.	NOT
@USER @USER @USER No that is it the mind set of gangs in chicago where the toughest gun control laws are and it does nothing.	NOT
So summer camp is relatable to detention centers? Liberals will paint any picture to get a non-existent point across. #maga URL	NOT
@USER @USER Zero evidence lmaooooooo I love seeing liberals squirm at shit like this 😂😂😂	OFF
@USER @USER this hurts to look at	NOT
"@USER @USER I let it go when you said  We can take away their ammo"" when talking about gun control. I said, maybe she just blurted that out, didn't mean it. But you are proving to be a leftist. That's fine, I can still like you, but I don't TRUST you anymore."""	OFF
#libdems also have a share without their support #conservatives would never have got #austerity through. All for the price of plastic bags. URL	NOT
@USER If they do this then I'm all FOR the former in that scenario with regards to antifa.	NOT
#TimesUpTwitter Pro-Life Organization President Slams Twitter for Bias URL #Newsmax via @USER	NOT
@USER @USER Poor baby.	NOT
@USER @USER @USER @USER @USER crushing a pc player with Kb/Mouse with controller in a FPS is unrealistic. Unless he is playing games for the first time or using keyboard mouse for the first time	NOT
@USER I am not running off so to speak. It’s just how it works. You are all healed. My job is done. It is the way of our world. They are expecting me back. ~ sighs and takes a deep breath before straightening out the non existent wrinkle in my shirt~	NOT
@USER Yeah she is	NOT
"@USER FYI, the Radicalism"" is ALL ON THE LEFT! You SOB's started with Occupy Wall street, when that failed, you got BLM started, and THAT FAILED so you put together ANTIFA... We KNOW what you have done.... you WILL go to GITMO."""	NOT
@USER presenting her new work on how social psychologists should challenge our perspective on the differences between conservatives and liberals at #dgps2018 URL	NOT
"@USER They've morphed into Antifa. Antifa gets better coverage and that all important Soros cash! ie: I'm so upset about you know racist stuff and Trump and children in cages and everything the like that, ya know?"""""	NOT
@USER @USER @USER @USER @USER @USER This is the ANTIFA party &amp; all of a sudden they expect us to believe they care about anyone besides themselves. Nope.	OFF
Listen carefully.  @USER @USER #QAnon #Qanuck #AskTheQ #WeThePeople #TheGreatAwakening #TheStorm #MAGA #WWG1WGA  URL URL	NOT
"@USER @USER reading when the letter doesn't say that they know Ford. Unlike the Kavanaugh letter where the women say they do him. The left wing"" liberals aren't threatening this woman's life."""	NOT
.@USER thinks he is a funny man. But “think” is the key word...because he isn’t that funny. #ALLINOnLonnieIsntFunny #MarchOnFromWalker	NOT
@USER This is absolutely unbelievable.  So these protests and mobs are run out of the state dept.??? How about Antifa?? No wonder they all wear masks. Probably govt. employees using their PTO's.  It would explain how so many people can show up anywhere on a weekday.	NOT
@USER I never call you an American! #MAGA	NOT
@USER @USER Paul Manafort is a legit trader but because he works(ed) for Trump. I guess it's not a big deal  to conspire against your country anymore. #MAGA	NOT
@USER Why only a fact-checking tweet for a Democrat?  I would expect these tweets for all political candidates?  Or does the AP only do this for Liberals?	NOT
@USER @USER The US Open has treated her poorly with the whole controversy over her outfit.  Bottom line is she was treated differently because she is a women of color and this would never happen to a man.  The USTA better soon recognize that she IS women’s tennis and act accordingly!!	OFF
"@USER @USER Hillary was blaming women not too long ago.  Better hope the Uneducated"" don't show up to vote again.    “It isn't so much that liberals are ignorant. It's just that they know so many things that aren't so.”"""	OFF
@USER @USER We are the Judge Dredd's of our Nation. #TuesdayMorning #WednesdayWisdom #WednesdayMotivation #WednesdayMorning #MAGA #KAG  #MakeAmericaGreatAgain #KeepAmericaGreat #AmericaFirst #2A #2ADefenders When Libtard Democrats call you..via➡  @USER Twt: URL URL	NOT
@USER @USER @USER I want gun control as a student but as a person of color i have to keep myself armed i will be taking gun lessons away from the nra because i know how despicable and evil they are. I wish there was a simple answer to guns. Gun control doesn’t work when we are a checker board.	NOT
@USER Griexsevia	NOT
@USER Weird California has all the best gun control	NOT
@USER Epic fail on that front.  Hopefully she will succeed in the future.	NOT
@USER Thank you Don Jr! You are absolutely correct!	NOT
@USER @USER Proud gun owner here. Gun control would definitely fix it. Plenty of societies have solved this problem. We can do much better than this.	NOT
@USER Did the view just exposed crooked Hillary through Omarosa? 😂😂🤣🤣	NOT
@USER Go away already!	NOT
@USER God help us!	NOT
@USER @USER @USER Exactly! She was sorry till she found people to cosign her bullshit. Idiots. The pair of them.	OFF
@USER A proven record of failure so why not.	NOT
@USER Amazing that the Dems are always the ones who hear the whistle.	OFF
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Hahahaha That was like a vacation with a bunch of liberals. Oops 😬	NOT
@USER @USER Funny how so many liberals throw around the word bigot when someone has a different opinion. URL	NOT
@USER This liberal is pissed that anyone would give that disgusting pos an award for equality. And....f.u. for including all liberals in this bullshit decision by the HRC.	OFF
@USER This is why women lose their credibility- she was empowered??? Ohhhh Me too! These women and liberals have high-jacked the movement for women who really have been abused. Disgusting	OFF
@USER The greatest generation and the original #antifa Thank you for freeing us from nazism!	NOT
@USER @USER @USER You are not helping people your case lol	NOT
@USER Oh that’s racist. Big Lips/Big Butt/Big Nose. That doesn’t even look like her. Also she is about 100 pounds to big. It also creates the image of the typical black woman with attitude.  IT’S SO RACIST. URL	OFF
"@USER Fighting for the oppressed""? Puleeeze"""	NOT
@USER @USER She is the CEO of ATMOS research &amp; consulting She profits by spreading gloom &amp; telling cities how they can combat climate change Snake oil salesmen are cheaper on taxpayers URL	NOT
@USER Hahahahaha-sure-She’s just a Spoiled Brat-and goes berserk when she’s beaten-	OFF
@USER @USER @USER He is	NOT
What EVERY DAY post-#FISA  declassification is going to be like FOR PATRIOTS.   #GreatAwakening #DrainTheSwamp #MAGA @USER Perp walks will make spectacular Christmas gifts #QAnon URL	NOT
@USER @USER She is an ugly black hearted troll URL	OFF
@USER Fantastic!!!  The Alamo is sacred to us. She is a blight on the history of time. Better left erased!!  🇺🇸🇺🇸	OFF
@USER @USER The sort of thing #Antifa and the socialists of @USER would cheer.	NOT
@USER @USER I think you should ask @USER what she means. I don't think she is talking about passion. She is talking about the other destructive behaviors in youth sports. We should let her expound further before jumping to conclusions. I don't think she insinuated passion though.	NOT
@USER The first person got it by having sex with animals..	OFF
@USER OMG😳!!!!! He is????????	NOT
"@USER @USER Jesus will save us.  We just have to ask.  #JesusSaves  🙏🏼❤️  I pray often.  Included in my prayers are for GOD to also Save #Connecticut &amp; the USA.  I think we need more people praying.  LIVING ON A PRaaAAaaAaayEer!"" 🎶🇺🇸  URL"	NOT
@USER @USER The active duty personnel I know think he is a dangerous fool. Maybe 100% of racist military klansmen support Mr. Traitor-pants.	OFF
@USER @USER @USER I understand how U feel but that’s something the liberals would do.  They go low. We don’t.  Please. We’re not Antifa. They R  We’re not going around shooting at conservatives. They do. We’re not the lying communist socialist lowlifes. They R Let’s not act like they do. Thank U	NOT
*MAGA sense is tingling* URL	NOT
@USER @USER Thanks so much - this was an excellent thread. Definitely going to be taking a look through upcoming class offerings (and hopefully able to take in the SIWC presentation you are doing).	NOT
@USER Niggaz buying pussy bitches trying to buy love...	OFF
"@USER @USER @USER @USER What you're doing is so irresponsible &amp; I believe that ur smart enough to understand how evil you are. If the FBI or JD had some plot to thwart DT, all they had to do was leak"" to the press that he was being investigated. They DID NO SUCH THING. U know you're wrong, that's evil!"""	OFF
@USER @USER This is super underrated	NOT
@USER Can somebody please put him back in his coffin.	OFF
@USER I wish liberals would keep their promises	NOT
@USER ...and we’re still not listening—all I hear is mumbojumbo.	NOT
@USER @USER @USER Alien-ilegal! See?	NOT
@USER Yeah no batman made him eat a rat and be was mostly like yo fuck this guy hes not cool hes a lunatic until dick also wants to get violent	OFF
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Andre cury earned 6 million from Neymar's transfer to PSG.	NOT
@USER The FBi has made it so that @USER cannot buy a cell phone nor his calling cell to now calls after 5 pm and weekend now but he can use his office phone 619-513-5555 he like to say he is someone else and hate me for call to FBI worked and back and know safe&amp;llook	NOT
@USER Yee yee	NOT
@USER Self defence is justified but that is not what Antifa does is it!!!	NOT
"@USER @USER #WhyRWPreachesRacism #RWLuciferianCult I keep saying and its not simply rhetoric... These people are not by ANY Bible definition CHRISTIAN anymore than the Christian"" CONservatives who attended public lynchings of blacks often held as public spectacles on Sunday after ""Church"" URL"	NOT
@USER Hahaha the goofball is losing money and is still to dumb to know why..	OFF
@USER @USER &amp; his fellow Democrats always put partisan politics before country. The American people laugh in his face as he lies and tries to bring down the most successful President in generations. Why are socialists like @USER so eager to collapse the economy?	NOT
@USER yea your the bitch on the right getting smacked URL	OFF
@USER @USER She's an absolute queen. @USER thank you for being the strong and emotionally passionate woman you are!	NOT
Americans are smarter than you think.  #MAGA  #VoteRed2018 #RedWaveRising2018 #SaveOurCountry #VoteDemsOut URL	NOT
@USER you still doing music?	NOT
@USER @USER Further proves antifa members are larping...you clowns not John Wick and this not Imagination Land.	NOT
@USER You are my hero!!	NOT
@USER He will get what he deserves in the Mens prison........	NOT
@USER I understand how regulations work. Do you understand government can’t control everything. Do you understand most of those regulations stopped business growth. Trump isn’t Politically correct i get that. But he is doing what’s right for America.	NOT
@USER He is NOT Supreme Court worthy	NOT
#Rape Culture: Prominent Conservatives Rush to the Defense of Brett Kavanaugh in Wake of Sexual Assault Allegation @USER URL	NOT
Looks like a big group!   Way to lean into to #TeamTrump @USER #MAGA URL	NOT
"@USER @USER How am I villifying him? He literally did have a 2 hour rant about imaginary bolsheviks and how women should just stop complaining. If you think that is no true wrong"", then well, I got news for you buddy: it means you are as shitty as he is."""	OFF
@USER @USER @USER Lol only ones I see attacking anyone is your crybaby liberals	OFF
"@USER @USER @USER Monte McNaughton, who once accused the government of failing “uphold the rule of law” when he sided with campers over an Indigenous group so, surely he is equally concerned about a government trying to rig an election   you can’t pick and choose who is subject to the rule of law"""	NOT
@USER @USER @USER #ShareTheLove  you are my top influencers this week	NOT
@USER @USER @USER @USER Did you attend Governor Abbott’s meetings on solving gun problems in school?? I guess not! I did! There were excellent discussions on using guns to protect &amp; defend! What’s your point? You stand for gun control &amp; 90% of Real Texans will not have their guns taken away!!	OFF
@USER @USER The Republicans are against Nancy Pelosi because she is for the working class. They demonized her because she doesn't help the rich. Thank You Nancy for your service and being for the little guys.	NOT
@USER all conservatives are bad people	NOT
@USER Oppression... We need to start a movement.   Could be worse they could be Antifa dogs :)	OFF
@USER It's ok.😊💕 I'm glad you are ok.💓 It's good you had a nice safe and dreams.🧡	NOT
@USER @USER Now you understand why conservatives fear expressing their true beliefs. If you don’t buy into the dominant liberal narrative about social issues you become persona non grata. Ask James Damore.	NOT
@USER Can't take what they dish out? Joe you are a snake that should be hung by the neck on a live cnn feed.	OFF
@USER about as high as he is	NOT
@USER Are you saying they’ll become another victim of the Clinton’s?	OFF
@USER You are definitely living outside DC. I can’t get this book through Amazon in VA for two weeks becaus it’s back ordered. The first print is 1 M copies!	NOT
. ^___^  ( ▰ ▔皿▔  ) /   Ooh! you are the ♑Capricorn!   🔮Your Today's Matches: 💖Love:  ♏Scorpio 😉Friendship:  ♊Gemini 👤Career:  ♎Libra  🔮Your Today's Star Ratings: 💕 Love  ★★★★☆ 🙂Mood  ★★★★★ 💰Money  ★★★☆☆ 👔Career  ★★★★★  👇Bal says.. URL	NOT
@USER @USER Just imagine if Dr Ford was a member of a minority. Antifa would be firebombing the Judge’s residence. #IDENTYPOLITICS	OFF
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Nope.	NOT
@USER YOU ARE THE COOLEST	NOT
@USER uhh.. He is so cute.. I don't know what it is about a strong man's man I luv.. Lol.. Especially that can fight.. I guess bc I had to grow up being able to hold mines being so short to the point you don't have to worry about fighting anymore..	NOT
@USER Do I care 🚫pe.  Hope they fold like a cheap table.  Wonder what the spoiled primadonnas do when their huge salaries can't be made.  Bet it won't be bailed out like GM &amp; Too Big To Fail Banks were	OFF
@USER I loved the House Bunny. And the remembering names voice was funny. My family and I watch Mom it’s great. I’m a recovered addict or moderately recovered if you are one who counts pot lol. It’s a very good show.	NOT
@USER Bono is utterly stupid ridiculous wealthy tax avoiding hypocrite fascist  I can’t listen to U2 again	OFF
6 Reasons Your Right-Wing Friend Isn’t Budging On Gun Control URL	OFF
@USER liberals have turned everything into a 3 ring circus.	NOT
@USER God help us. the woman cant even get coherent sentence out of her mouth.	OFF
@USER @USER because the average American has $500 lying around to buy a new Glock. more likely Mr. Antifa will be using his unemployment check to purchase some dental work or a casket.	OFF
@USER Yeah because godless liberals hate truth an facts	NOT
"@USER I have found that my younger women doctors don't ignore me when I say I know my body, and are more inclusive of everything. The hospital even updated their sheets to include non-binary"" for gender and ""sexual identity"" instead of the common ""sex/gender"" m/f options."""	NOT
@USER @USER I don't like the idea of supporting this company. URL	NOT
@USER @USER how about charges against Ellison with 911 calls to validate and this was not when 17	NOT
@USER @USER As Fat as he is President Trump will be the last President Moore Ever See's	NOT
"@USER I dont think at your job is the place to protest perceived police violence or whatever you are protesting"". If you really cared go to your local PD and protest there, taking a knee at a ballgame on your job doesnt take guts and only makes you look ignorant."""	OFF
@USER Stop	NOT
@USER Who talks shit on buff chicken dip dude it’s buff chicken dip	OFF
"@USER @USER @USER I didn't see the referred to TV segment, and I don't support the response, but It is very easy to see how you, as a race baiter, can bring out the emotions you are trying to elicit. It is unfortunate that UR willing to sacrifice Black people to make you such a big man""."""	OFF
"@USER He's there I think, he's not important, you are. You're important to me"""""	NOT
@USER @USER @USER @USER DaveB the most boring man to have ever graced SIMB. Thank fuck he was run off the BORED	OFF
@USER she is so sweet	NOT
@USER That didn't work now did it!! Maybe he needs glasses!!!!	OFF
@USER My daughter is working toward being a teacher. Tell your hubby to support gun control so she gets that chance and isn’t shot at school.	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER You're a glutton for punishment. You'll never see eye to eye with any blue wave drinker on this topic. Till you agree to ban all guns. Especially the scary ones.	NOT
@USER @USER @USER This is what I get from Twitter liberals. URL	NOT
@USER Another crazy liberals	OFF
@USER @USER Just leave it. There's not point to this. The only ones who will win this war of words are raytas/ liberals/ dravidanadu-vallahs and other secessionists.	NOT
@USER Shitttt. I do &amp; does.	OFF
@USER Would you resign with the boys? Just curious and honest question have you gained any perspective of why yall parted ways? Being serious cuz you are a BAD (positive) receiver!	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Just keep putting your violent liberal ANTIFA with their KKK hoods beating up strangers they know nothing about out on the streets for voters to see. That will do it. Voters love violence &amp; lunatic liberals out of their minds.  TAKE TO THE STREETS VIOLENT LIBERALS!	OFF
@USER Has this guy got acorns in his cheeks or what. Lack of walking around sense is astonishing with liberals.	OFF
@USER @USER Whistleblower must be the only non kid toucher behind the Vatican walls.	NOT
"@USER You are my only friend"" on twitter.  I joined this CIA/NSA front group to keep the lion meat fresh.  But there are alternatives that are not enmeshed in the anal cavity of the Deep State. Perhaps you might consider them.  I would switch in a NY heartbeat and close the account."""	NOT
@USER Why aren’t you speaking out against the injustices that are still occurring to the Windrush generation/black Britons whose records Theresa May destroyed as Home Secretary and whom now she is deporting as prime minister? #InstitutionalRacism	OFF
